ResponseID,StartDate,EndDate,Week No.,Q001,Q001_999,Weight
R_rpErAGSuKEEs7W9,10/2/2017 0:00,10/2/2017 0:00,40,1,I just don't like it.  Doesn't feel user friendly.  I avoid using as much as possible.,0.75512
R_2uWi4Qg2DIcFe1d,10/2/2017 0:00,10/2/2017 0:00,40,4,,0.12617
R_1mk0PVB1HGOSR0f,9/18/2017 0:00,9/18/2017 0:00,38,3,I don't usually recommend products to anyone.,0.26741
R_yKG0bhLf8nEJYjf,9/18/2017 0:00,9/18/2017 0:00,38,4,,0.55951
R_3qQbCoa8PB6nhb9,10/2/2017 0:00,10/2/2017 0:00,40,4,,1.17578
R_1hz2RIgRvTeo5Go,10/2/2017 0:00,10/2/2017 0:00,40,5,Lower price.,1.6262
R_3k074Sk58AaJdFi,10/2/2017 0:00,10/2/2017 0:00,40,4,,0.09161
R_2XdtgGzkpTqoBu2,10/2/2017 0:00,10/2/2017 0:00,40,4,Email attachments DON'T work. I have to forward them to gmail to view or download. Please remove the ads on the right.,0.33098
R_2dMdf8gRouViAoi,10/2/2017 0:00,10/2/2017 0:00,40,4,"I often use multiple computers and need to edit a file on one computer that I recently edited on another, but the file won't refresh easily.  When you choose ""Refresh"", it should actually refresh.",0.03072
R_1oFSnghiv4UMd8F,10/2/2017 0:00,10/2/2017 0:00,40,4,Make license able to seperate from one to another.,0.6407
R_3nGJII5m6W4chwe,10/2/2017 0:00,10/2/2017 0:00,40,3,I think it's great the way it is,0.6152
R_3O1dpwQdQMnajYx,10/2/2017 0:00,10/2/2017 0:00,40,5,,0.01659
R_Xwi2esRrPIDwpYR,10/2/2017 0:00,10/2/2017 0:00,40,5,,0.0423
R_3NP8g1tqvfiswcK,10/2/2017 0:00,10/2/2017 0:00,40,5,"Improved outlook, better spell & grammar check capabilities, quick access to calendar from anywhere in office as Pop Up",0.0421
R_2vhQmV8m0RpH7QE,10/2/2017 0:00,10/2/2017 0:00,40,3,,3.29375
R_2WV9ZFIKgm4fwLn,10/2/2017 0:00,10/2/2017 0:00,40,5,,0.02059
R_1QcQ3bZenidNEZl,10/2/2017 0:00,10/2/2017 0:00,40,4,,0.04162
R_2UfoBXeiKHxI1AX,10/2/2017 0:00,10/2/2017 0:00,40,5,,2.68547
R_2e3gbNiWTmKSFNd,10/2/2017 0:00,10/2/2017 0:00,40,5,,0.23651
R_5i4AY8wmnb6ZOjn,10/2/2017 0:00,10/2/2017 0:00,40,5,,5.00006
R_11YFWfot2S6hKBi,10/2/2017 0:00,10/2/2017 0:00,40,4,,1.00467
R_2aEPs4aTcw7ry4e,10/2/2017 0:00,10/2/2017 0:00,40,4,,0.40729
R_1PUc6g2XAiryYYc,10/2/2017 0:00,10/2/2017 0:00,40,5,,0.33905
R_3nedxeejLGNygUN,10/2/2017 0:00,10/2/2017 0:00,40,4,,0.16052
R_3e1Q7ebfcTTmwQK,10/2/2017 0:00,10/2/2017 0:00,40,5,"SYNCHRONIZE APPTMT LOCATIONS INTO GOOGLE MAPS, DSO THAT IT SYNCS UP AUTOMATICALLY WHEN I AM READY TO DRIVE TO THE APPTMT",0.0421
R_2XcUkcQC9VtlPgl,10/2/2017 0:00,10/2/2017 0:00,40,4,Make it a little but cheaper for students.,2.68547
R_Xj4TN3jzbNbOF5T,10/2/2017 0:00,10/2/2017 0:00,40,4,,4.70018
R_8kQf2ORoxDFnPSV,10/2/2017 0:00,10/2/2017 0:00,40,3,explain what it is.  I am a dynmics user and some how Office 365 entered the picture.  I have no idea how or why.,0.02073
R_BVNZDqtpMlxnf3z,10/2/2017 0:00,10/2/2017 0:00,40,4,,0.39556
R_1iaLh1o5M6b74EO,10/2/2017 0:00,10/2/2017 0:00,40,4,I don't like having to repeatedly type in a category when I want to use graphics.  Very annoying and it wasn't like that before.  Find a picture that I like and insert it--and go back to look at more or get a 2nd one in same category and have to start all over again.,0.0268
R_27CDSm5I8BP4GTa,10/2/2017 0:00,10/2/2017 0:00,40,3,Make it cheaper per month.,0.22724
R_1IyrdGOkwc2SBtZ,10/2/2017 0:00,10/2/2017 0:00,40,3,Make it cheaper.,0.33905
R_1i9F004eBWDr9bL,10/2/2017 0:00,10/2/2017 0:00,40,3,I find it not user friendly.  I am not well versed in computers and find it difficult to work with.,0.69233
R_0iF29GeMKxdFjS9,10/2/2017 0:00,10/3/2017 0:00,40,3,I use the pen as an input device and it won't work in the heading area of excel. It is very annoying. I don't use inking at all. I have to switch from pen to mouse and it is annoying.,0.0489
R_1liZBwaZuZ5yjos,10/3/2017 0:00,10/3/2017 0:00,40,2,Easier to use and more intuitive for those of us not great online.,0.50966
R_2dAPILg9PeqQZv3,10/3/2017 0:00,10/3/2017 0:00,40,5,More tutorials and templates,0.03564
R_3NUHJlsSvM4BEek,10/3/2017 0:00,10/3/2017 0:00,40,5,,2.68547
R_sdpFzGyL8xjuuSB,10/3/2017 0:00,10/3/2017 0:00,40,5,,1.77809
R_2CJ22J9HkPmczi9,10/3/2017 0:00,10/3/2017 0:00,40,3,It needs to feel more like desktop Office.  There are huge delays in Excel when clicking on features and tools.  VERY annoying when used to using the normal program.,1.25517
R_3J8Z5oIykE7w86T,10/3/2017 0:00,10/3/2017 0:00,40,3,,1.08624
R_3smIDMJXa6RHKfs,10/3/2017 0:00,10/3/2017 0:00,40,1,Expense of software l don’t own.,0.05383
R_ToM2RLY4U5NQOA1,10/3/2017 0:00,10/3/2017 0:00,40,5,"Fix the cloud sign-in issue ""_vti_rpc"" when editing and saving documents from OneDrive on a PC.",0.33098
R_ylNsrtOzIfMSil3,10/3/2017 0:00,10/3/2017 0:00,40,4,I've noticed problems in word with indentations and bullet points where it's difficult to reverse your indentations or bullet points. I would also like more customizable bullet points and numbered list,2.68547
R_2t04xeRZazuySJS,10/3/2017 0:00,10/3/2017 0:00,40,1,Outlook update has 'hosed' up my laptop,0.1778
R_2eX6ZpS6pvVavNf,10/3/2017 0:00,10/3/2017 0:00,40,5,"More Spanish user apps.  For example, app for Spanish writers, such as an in-depth or more sophisticated grammar engine to the level of Grammarly for Spanish users.",0.01665
R_Z3FtEjmHYFXFrcR,10/3/2017 0:00,10/3/2017 0:00,40,5,very happy -cannot think of any change,0.11129
R_3NxnJDh9Ux7Hb9D,10/3/2017 0:00,10/3/2017 0:00,40,4,The vti_rpc bug is annoying.  It isn't that hard to work around.  It is more about it being part of a paid service and that not being fixed efficiently.,0.33905
R_3n3iheuq35i8W7k,10/3/2017 0:00,10/3/2017 0:00,40,4,Improved on line help for Word 2016.,0.13513
R_3enysiG3QYYI4uA,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.23651
R_27iYMg3IxZEfVZy,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.33905
R_1Hp06fCackXRnx6,10/3/2017 0:00,10/3/2017 0:00,40,5,,1.77809
R_24Hj7Ujdb2nBnZz,10/3/2017 0:00,10/3/2017 0:00,40,5,,1.08624
R_sz2xg34mUgbc0Jr,10/3/2017 0:00,10/3/2017 0:00,40,5,N/A Office is the very best,0.02417
R_CgGtfAmhR5Taakh,10/3/2017 0:00,10/3/2017 0:00,40,3,,0.48032
R_1Pe1wk1e357lHZH,10/3/2017 0:00,10/3/2017 0:00,40,5,Keep expanded the Microsoft ecosystem.,5.00006
R_6XMfXg5lU1kOjJf,9/19/2017 0:00,9/19/2017 0:00,38,5,,0.39006
R_22ugUit2mDUHXC8,10/3/2017 0:00,10/3/2017 0:00,40,2,loading speed and being more intuitive about settings and where to find items,0.18613
R_1rudbbpSg9uVMry,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.02903
R_1iqT46OXfcTE5ZC,9/19/2017 0:00,9/19/2017 0:00,38,3,,0.13866
R_3NOQbLzdcXNeTsg,10/3/2017 0:00,10/3/2017 0:00,40,5,Bring all windows features to Mac,0.33098
R_3FXWBTztJxyRl5B,10/3/2017 0:00,10/3/2017 0:00,40,5,,4.70018
R_DvODxUizzW4Ytah,10/3/2017 0:00,10/3/2017 0:00,40,2,,0.33098
R_2COGdNIbCnB0vjf,10/3/2017 0:00,10/3/2017 0:00,40,3,Outlook on 365 does not have full functionality,0.18613
R_1Q3JIDd7Wem02IZ,9/19/2017 0:00,9/19/2017 0:00,38,3,,2.40485
R_3KNJqDtMO6GFpB2,10/3/2017 0:00,10/3/2017 0:00,40,5,"Please fix the bug in Outlook that doesn't save my screen color preference, even though the box is checked to save my settings.  Have to reset my colors every morning when I log in.  Thank you,",5.00003
R_115v4P6qfawz43G,9/19/2017 0:00,9/19/2017 0:00,38,4,offer live chat,0.17031
R_115dnOnGC6w2OGQ,10/3/2017 0:00,10/3/2017 0:00,40,5,Csn’t,0.15757
R_3JabgXrhYMp6HF3,10/3/2017 0:00,10/3/2017 0:00,40,3,,0.13513
R_2WBh4HdTP9jlrhG,10/3/2017 0:00,10/3/2017 0:00,40,5,Easier to get questions resolved via email or telephone.,1.25588
R_2xShK7eRdRnVkzk,10/3/2017 0:00,10/3/2017 0:00,40,5,,1.08624
R_2xX0cBl9AJUIsrU,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.06252
R_ANWWtvB7flhuSjv,10/3/2017 0:00,10/3/2017 0:00,40,5,,4.75934
R_ToNZlCRQ3d79S93,10/3/2017 0:00,10/3/2017 0:00,40,5,,4.70018
R_1yQHye8x2Yyg4O5,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.09161
R_s6z28xHeV6qyXGF,10/3/2017 0:00,10/3/2017 0:00,40,5,No complaints,0.07403
R_2aK1ob1TGaGWmV0,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.09421
R_UX8O7DnEUMwPYsN,10/3/2017 0:00,10/3/2017 0:00,40,1,It is way too much for me and too expensive.   All I need is word...I am retired and only do family things.,1.08624
R_21oFRcGYhY71Yu0,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.23651
R_vOXupVEbRyPlXCF,10/3/2017 0:00,10/3/2017 0:00,40,3,stop requiring us to pay for it every year!,2.21046
R_2dRAUIiBtHZRYkJ,10/4/2017 0:00,10/4/2017 0:00,40,4,,0.07717
R_2dg0KRq1kGmOM6M,10/4/2017 0:00,10/4/2017 0:00,40,3,Make it free. It cost WAY to much.,5.00008
R_2fBRD9Balq3qhyx,10/4/2017 0:00,10/4/2017 0:00,40,4,less expensive,0.86116
R_5dORx4S7oGWekmZ,10/4/2017 0:00,10/4/2017 0:00,40,5,,0.13513
R_3kH9FnS5Pg2iKOr,10/4/2017 0:00,10/4/2017 0:00,40,5,,0.0423
R_2AQYF7tgBCmBAL4,10/4/2017 0:00,10/4/2017 0:00,40,5,"More tools and options when you are working on publisher... like allowing the font being transparent to the background while you hace the textbox with color, creating better images while you want to save it.",0.33905
R_OCYRo78N5f0GEh3,9/20/2017 0:00,9/20/2017 0:00,38,5,,2.40485
R_2c8eNa5dXRCw8Dk,10/4/2017 0:00,10/4/2017 0:00,40,5,Having trouble with Outlook 16! Frequently I get the yellow flag and it will NOT open. There is NO place to LOG OUT in this program:-( Often when you can do that it will right itself. Still looking for a number to call for support:-( Your program needs some TLC. ) I personally would like the ability to LOG OUT! and easier on line support. Paulette J. Meeks,0.06644
R_9RXA7kbwNAp7xE5,10/4/2017 0:00,10/4/2017 0:00,40,1,zz,0.13513
R_23WWOrf26BPbFEu,10/4/2017 0:00,10/4/2017 0:00,40,4,,5.00007
R_1CeTalUo2c6Y7eX,10/4/2017 0:00,10/4/2017 0:00,40,4,,0.50116
R_31cmVZnCZXgqfIC,9/20/2017 0:00,9/20/2017 0:00,38,3,,0.90501
R_eEsvbC5sSGhclt7,10/4/2017 0:00,10/4/2017 0:00,40,3,reduce the price,0.6196
R_27CgXfgPDUGXJE0,10/4/2017 0:00,10/4/2017 0:00,40,5,Works great for me.,2.17583
R_2WNmqWBOIFy9Zci,10/4/2017 0:00,10/4/2017 0:00,40,5,Just keep Modernizing like you have been. Great Job Guys and Gals!!!,0.50585
R_3PcTNpM4lBly6Zq,10/4/2017 0:00,10/4/2017 0:00,40,1,Will not down load from my subscription,1.81677
R_2fs13yjD21i5Lip,10/4/2017 0:00,10/4/2017 0:00,40,4,You send notices that you will process the monthly payment on a certain day and then usually process the payment several days before that date.,0.59341
R_pFcmdBQyQNtLx6x,10/4/2017 0:00,10/4/2017 0:00,40,5,,3.30978
R_XYRIimbZTqpkDjH,10/4/2017 0:00,10/4/2017 0:00,40,5,,0.11129
R_1IJWOLqOs4pIa6o,10/4/2017 0:00,10/4/2017 0:00,40,3,I would like a better log-in procedure. For example I would like to go straight to outlook instead of messing around in my Microsoft account to get there.   I would also like to be blue to put a shortcut for outlook on my desktop.,0.77591
R_1GK5d1zFylh25uw,10/4/2017 0:00,10/4/2017 0:00,40,3,,0.0614
R_RRC7QVvRxMwDNND,10/4/2017 0:00,10/4/2017 0:00,40,5,,0.0421
R_1DZNb7Xtm78WsAG,10/4/2017 0:00,10/4/2017 0:00,40,5,Outlook synchronization causes cursor jumping that should not exist.,5.00007
R_9two6j7jnJw4hTX,9/20/2017 0:00,9/21/2017 0:00,38,5,,5.00005
R_cNNnUnFCsDPQKwF,10/5/2017 0:00,10/5/2017 0:00,40,2,"During the install process stop redirecting users to a forigen rip-off web site. 2 years in a row during the install my computer indicate an error and a phone number was provided to identify and correct the problem.  Called the number and the forigen gentleman indicated that I had a virus/security issue that he could fix for $150, unfortunately I bit.  This year the same thing happened and now they wanted $250+ to correct the issue.  I hung up on him and ran my scanners and corrected the problem.  Why does MS allow this to happen, it’s their program redirecting individuals to these ripoff web sites,  doesn’t happen with Apple.",0.0614
R_25GjDTEIQzKFSOf,10/5/2017 0:00,10/5/2017 0:00,40,5,The automatic updates and the new features that are regularly rolled out are nice to have.  Not having to wait or continually purchase software CDs to clutter one's desk or drawer is great.  I've been figuring out the various programs that are included with Office 365 that weren't always available before.  I am enjoying Office 365.,0.16034
R_1l3FDxNYPQrlzvD,10/5/2017 0:00,10/5/2017 0:00,40,3,"Don't use it enough to make the annual cost worthwhile. A necessary document producer, so we pay the price. Retired and loving it.",1.81677
R_2Enkhqv9xpTVF5x,10/5/2017 0:00,10/5/2017 0:00,40,5,Real time editing of documents across word and word online would be very helpful.,0.33098
R_3Eyty7OExZk08NH,10/5/2017 0:00,10/5/2017 0:00,40,5,NA,0.10943
R_qFrIimM967Q5q6Z,10/5/2017 0:00,10/5/2017 0:00,40,4,Functional,0.02
R_xayWyEhBv5MJFPr,10/5/2017 0:00,10/5/2017 0:00,40,4,,0.17227
R_3EuIy3PhC1lqRiL,10/5/2017 0:00,10/5/2017 0:00,40,4,Easier to use,2.21046
R_3Ok9wvBZzdHOwSF,10/5/2017 0:00,10/5/2017 0:00,40,3,,0.39556
R_3qQ1VIMqf8LsvSc,10/5/2017 0:00,10/5/2017 0:00,40,5,Better ways to pay for the service. Or a loyalty program for people that have been paying for some much time for the service. Or even maybe an option to pay for multiple years and get a discount for doing so,0.59341
R_2af3op54hdXDDHR,10/5/2017 0:00,10/5/2017 0:00,40,3,,5.00003
R_1H7zkMoBLucIDhk,10/5/2017 0:00,10/5/2017 0:00,40,5,,3.17061
R_2Se6TMyOjbdFTvT,10/5/2017 0:00,10/5/2017 0:00,40,4,,0.15325
R_3n7d4mODZfdR4vc,9/21/2017 0:00,9/21/2017 0:00,38,5,Simplify instructions,0.398
R_3j1VQDUoy1ViIiO,10/5/2017 0:00,10/5/2017 0:00,40,3,,0.37299
R_3eaUiCZUtNDg4iy,10/5/2017 0:00,10/5/2017 0:00,40,3,Broaden who can use planner.  I pay full fee.  I should have access.  Better link outlook for ios to outlook for windows.,0.02616
R_1kUBkekSC9JuVcL,10/5/2017 0:00,10/5/2017 0:00,40,5,,5.00004
R_1mEtjAgFmmmequR,10/5/2017 0:00,10/5/2017 0:00,40,5,I don't know,0
R_O2xfo9f4EnBlsJP,10/5/2017 0:00,10/5/2017 0:00,40,5,,0.00909
R_2pVGVCuNh6LiMKw,9/21/2017 0:00,9/21/2017 0:00,38,2,Make it a one time purchase and not a monthly thing,1.34273
R_UAW9fttDcCy0ihb,10/5/2017 0:00,10/5/2017 0:00,40,2,Price,0.44549
R_2s4IbXK3QwXnhea,9/21/2017 0:00,9/21/2017 0:00,38,4,,0.28054
R_3KCUFt9lSTppfCJ,10/5/2017 0:00,10/5/2017 0:00,40,5,Seems to be fine as is.,0.1482
R_73VndjNmodT97AV,9/21/2017 0:00,9/21/2017 0:00,38,5,its like is,0.99946
R_1q2iPWkdMCJLdSR,10/6/2017 0:00,10/6/2017 0:00,40,2,I have been unable to upgrade my Office 10 contacts to Office 365,0.02417
R_3k17vRR2914wjNb,9/22/2017 0:00,9/22/2017 0:00,38,5,,0.25902
R_b7ar5SfmERTVR2Z,9/22/2017 0:00,9/22/2017 0:00,38,5,Cheaper for multiple computers for the same user.,0.09212
R_ctJi5D1wdT7G5RH,9/22/2017 0:00,9/22/2017 0:00,38,5,,2.08592
R_bxdLnFuMDPFvEoJ,9/22/2017 0:00,9/22/2017 0:00,38,3,"Have it a little easier to renew.  We have multiple computers and only one gets this update, not sure how to go about it and I'm not sure if it will wipe out our old documents.  The email says to install now, not entirely sure what will happen if I do.",0
R_6SACtR3t7XP532B,9/22/2017 0:00,9/22/2017 0:00,38,4,Streamline registration and ownership as Apple has with their office suite.,0.34532
R_509bmqI7NamNv37,9/22/2017 0:00,9/22/2017 0:00,38,4,More affordable yearly price,0.78324
R_vcR21bIJwA44LD3,10/6/2017 0:00,10/6/2017 0:00,40,4,,5.00007
R_3NR5MuXmuTfWhBM,10/6/2017 0:00,10/6/2017 0:00,40,4,,0.33098
R_1o5bKasAUnngPO1,10/6/2017 0:00,10/6/2017 0:00,40,4,,0.34857
R_1JPBcER1e7EWrwS,10/6/2017 0:00,10/6/2017 0:00,40,5,More tutorials,5.00004
R_33vT1i9VqjpXjyN,10/6/2017 0:00,10/6/2017 0:00,40,1,Make it less expensive.  I believe you are taking advantage of the consumer knowing it is a necessity so the the price is highly inflated,5.00003
R_s55kI76RQkm99cJ,10/6/2017 0:00,10/6/2017 0:00,40,4,,1.82143
R_3sahaIN2Bs0FZ2O,9/22/2017 0:00,9/22/2017 0:00,38,5,,0.45802
R_3eqXrxZfehdkqkc,10/6/2017 0:00,10/6/2017 0:00,40,5,It’s just fine no improvements needed,4.76201
R_1DweoIJFNvRDBVa,10/6/2017 0:00,10/6/2017 0:00,40,3,,1.07434
R_1mP0DFETAoPXqbf,10/6/2017 0:00,10/6/2017 0:00,40,5,I like it just the way it is!,0.66359
R_3iyTvhrSN5SjITa,10/6/2017 0:00,10/6/2017 0:00,40,4,"I'm only talking about the apps that I always use - Outlook, Excel and Word. So the other apps may have their 'pros', but I just have a home computer, no business involved here. When I get the emails from you, I always check for any improvements in those apps only.",0.10744
R_1nSKNqX5FXR0jno,10/6/2017 0:00,10/6/2017 0:00,40,4,,1.00467
R_1dsLVreBe4juIck,10/6/2017 0:00,10/7/2017 0:00,40,5,,0.33933
R_24IweDaU4JJpgZD,9/23/2017 0:00,9/23/2017 0:00,38,5,Provide a default option that advises the user that an update is available - providing the user with the option of implementing it now or at a specific future time. The way it works now is hit and miss. I have to have one of the Office aps open to find out if an update is available.,0.02281
R_2zT0uXXwFNtvISA,10/7/2017 0:00,10/7/2017 0:00,40,5,,0.16052
R_eDPlBhdBBDk4apr,9/23/2017 0:00,9/23/2017 0:00,38,4,,1.78686
R_2sQOIEN7OFoVdBT,10/7/2017 0:00,10/7/2017 0:00,40,5,does not need changes,0.10629
R_2dQLQ2XIY0bRgo2,10/7/2017 0:00,10/7/2017 0:00,40,5,Buy one time and not be billed monthly forever,0.22669
R_2QYTqTRW7VQo4sO,10/7/2017 0:00,10/7/2017 0:00,40,5,Nothing. It's great!,0.15757
R_tERVYgJ9wSUyB2h,10/7/2017 0:00,10/7/2017 0:00,40,5,,0.07368
R_3j2IHzubnjTX05p,10/7/2017 0:00,10/7/2017 0:00,40,4,,0.13878
R_2ONZUpeBykXQ8Gt,10/7/2017 0:00,10/7/2017 0:00,40,4,Make Selections EAsier---And I AM Still not able to get 365 on my 3rd Computer (Lenovo},0.37099
R_2yel8OArGYZ4t6P,10/7/2017 0:00,10/7/2017 0:00,40,4,,0.09421
R_3QWdPB8jj98oVk2,10/7/2017 0:00,10/7/2017 0:00,40,5,,0.06644
R_1LXRDFWK7R6znp6,10/7/2017 0:00,10/7/2017 0:00,40,5,,0.07403
R_3fdZuxUahWywYOf,10/7/2017 0:00,10/7/2017 0:00,40,3,make it so I don't have to think about getting to a project  rather than the concentrating on the project.,0.19602
R_27J1aYhOB5olMzS,9/23/2017 0:00,9/23/2017 0:00,38,4,,0.19295
R_d6T3RpQXNaGJVId,10/7/2017 0:00,10/7/2017 0:00,40,5,Fix the calendar so it works more like Google calendar. Outlook email is great. Calendar is painful to use.,5.00006
R_2trG4isO3r1hm0A,10/7/2017 0:00,10/7/2017 0:00,40,5,A little better file management for OneDrive on the iPhone.  Would like to save from Lens to a specific folder in OneDrive,3.17061
R_3gLQosygNJptDdV,10/7/2017 0:00,10/7/2017 0:00,40,3,"I keep getting a message that there is a problem with my account although, I keep getting a debit on my bank account. I click on reactivate my Office 365 account and think that the problem is resolved but next time I use word of any other part of Office 365 feature, I get the same message over and over.",0.6196
R_2zZpcgtY07HFv31,10/7/2017 0:00,10/7/2017 0:00,40,4,Make office a little bit easier for older people.,0.23651
R_3DwPmDeS4w38yZS,10/7/2017 0:00,10/7/2017 0:00,40,5,,5.00005
R_2OZKyi0dnplyang,9/23/2017 0:00,9/23/2017 0:00,38,5,I see enormous progresses already made and i am positive your design teams make things better by each day. Why do i see thevtext of this survey in light fonts?  Design the survey to read clearly.,0.07918
R_3RggLLAKaClEPxk,10/7/2017 0:00,10/7/2017 0:00,40,3,No suggestion,1.00467
R_2S9sUtNEfeKTQcN,10/7/2017 0:00,10/7/2017 0:00,40,5,,4.76041
R_2YFxFVnt1AeLoIU,10/7/2017 0:00,10/7/2017 0:00,40,5,,0.39556
R_3fcycxvrBWsZW6b,10/7/2017 0:00,10/7/2017 0:00,40,3,I dont know,3.37599
R_3es2uvd3pCkwmD7,10/8/2017 0:00,10/8/2017 0:00,41,4,educate the geeks about the software or hire more competent personnel at Microsoft.,2.47014
R_cTOUoaVRIougpcB,10/8/2017 0:00,10/8/2017 0:00,41,5,,0.81602
R_Dqtcr6VabN2oZXj,10/8/2017 0:00,10/8/2017 0:00,41,2,Make more intuitive. Basic working programs are not easy to access compared to social media,0.11556
R_1rexfDgyigiYq5L,10/8/2017 0:00,10/8/2017 0:00,41,4,"I greatly dislike having to pay an ""annual subscription"".  Your software should be installed on computers prior to sale, and there should be no further charges!",0.24203
R_wLwam9XmA02C7lL,10/8/2017 0:00,10/8/2017 0:00,41,4,Display update status and percentage progress; currently undetermined when update is complete.,0.12807
R_dojXD0e9Q3FBlip,9/24/2017 0:00,9/24/2017 0:00,39,4,,2.19826
R_1EWFrs2yyru7ng5,10/8/2017 0:00,10/8/2017 0:00,41,5,"More advance graphics, kind of GPS & mapping",0.44794
R_xg5pRWUgxrcGMtX,10/8/2017 0:00,10/8/2017 0:00,41,3,make more like microsoft word 2010 for student where you add photo to your text,0.22942
R_25AyHwMojZBbAVU,10/8/2017 0:00,10/8/2017 0:00,41,4,,0.29228
R_2uqel3tZzfRR7DV,10/8/2017 0:00,10/8/2017 0:00,41,2,Fix the design flaws and bugs...........,0.4398
R_2CNxq6kONYcoJCn,10/8/2017 0:00,10/8/2017 0:00,41,1,,1.05086
R_2bVGz9NtwXsXEp9,10/8/2017 0:00,10/8/2017 0:00,41,3,Get it to run properly on the new windows update,0.61391
R_2YyPLz3ybWCVty7,10/8/2017 0:00,10/8/2017 0:00,41,5,make it a permanent purchase that carries with you from computer to computer verses yearly.,0.55874
R_2VK46GkPS3vpHCD,10/8/2017 0:00,10/8/2017 0:00,41,3,There is a interference with WPS fighting Word.. get rid of WPS,0.03934
R_3Ca7uUHbtAZi2s1,10/8/2017 0:00,10/8/2017 0:00,41,5,,0.13423
R_300ExNX3FnFPx4N,10/8/2017 0:00,10/8/2017 0:00,41,4,"Have tutorial videos on how to utilize the functions on Office 365, especially for Excel. There can be beginner, intermediate, and advanced tutorials for each Office 365 part.",4.87905
R_1LlnVUvXJ0EyKL7,10/8/2017 0:00,10/8/2017 0:00,41,5,,5.00004
R_2Vsyc5et40APMNq,10/8/2017 0:00,10/8/2017 0:00,41,4,,0.04418
R_2dKnZklxmi7p5XP,9/24/2017 0:00,9/24/2017 0:00,39,4,,0.10272
R_NVH797c3HXZUVPz,10/8/2017 0:00,10/8/2017 0:00,41,4,Better integrate One Note. Ease formatting issues in Word.,0.11435
R_3fx7EN1sWb1vbtz,10/8/2017 0:00,10/8/2017 0:00,41,5,i don't know of any large changes to any part of it. When I get into my accounting classes there may be some small but now it is fine.,0.07083
R_Rek3Yp8gGMVaE81,10/8/2017 0:00,10/8/2017 0:00,41,5,,0.04418
R_3ZYfc28EuMj2REJ,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.21665
R_2CP6eASv2pbIeHD,10/9/2017 0:00,10/9/2017 0:00,41,2,,0.99088
R_5mBhvvrx5Nye8IV,10/9/2017 0:00,10/9/2017 0:00,41,4,,0.50016
R_31yeuDsiwV2TeNT,10/9/2017 0:00,10/9/2017 0:00,41,5,I like it so far ... only used it for few weeks,0.89498
R_2fxExvOJohF1FQL,10/9/2017 0:00,10/9/2017 0:00,41,5,Outlook needs more tweaking. Junk controls suck,0.49318
R_2c5aTg43ve6jdO6,10/9/2017 0:00,10/9/2017 0:00,41,5,I'd like to see the email be a little easier to use.  Yammer is good.,0.14068
R_8ozrMlZRyGOismZ,10/9/2017 0:00,10/9/2017 0:00,41,5,"At this point, I have not suggestions. I'm enjoying using it!",5.00004
R_6hTMtTuHgFAXod3,10/9/2017 0:00,10/9/2017 0:00,41,5,"Under the Mailings Tab on the ribbon, click on labels.  After inputing the required info clisk on single label and watch the New Page option go grey.  It won't give you a page for single entries of addreses.  This is a flaw in the program as I've tried it thirty or more times and the technicians at Microfsoft support also had the same problem.  I could go to Premium Support and pay to get it repaired but that is not my problem.  It is yours and you should fix it.  I should not have to pay to fix a programming flaw.  Let me know at pedigob@bellsouth.net when you get a free fix.",0.06512
R_2CQGofoJuNxZf4f,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.81602
R_3nf8RgkOjlx9p33,9/25/2017 0:00,9/25/2017 0:00,39,5,,0.61497
R_2aK4OYOAcEdzelA,10/9/2017 0:00,10/9/2017 0:00,41,1,,0.10236
R_2dXC8NQcifmIISp,10/9/2017 0:00,10/9/2017 0:00,41,4,,2.11348
R_1jfcgF7gX4fnJB0,9/25/2017 0:00,9/25/2017 0:00,39,5,Not that versed in computer technology to make an honest opionion.,0.1697
R_tSg8WQItx5WslgZ,10/9/2017 0:00,10/9/2017 0:00,41,4,,0.11556
R_2aFeFAXfD87DdYY,10/9/2017 0:00,10/9/2017 0:00,41,5,How I can see my messages in desktop,0.04634
R_3Dhy3cqzCu3YpPP,10/9/2017 0:00,10/9/2017 0:00,41,3,,0.26678
R_u2hPIAyAbiSrCzT,10/9/2017 0:00,10/9/2017 0:00,41,5,It's amazing as is.,1.32403
R_PBuQEjQlxjoWapb,10/9/2017 0:00,10/9/2017 0:00,41,3,,1.67733
R_21A4TTM4xvXns8r,10/9/2017 0:00,10/9/2017 0:00,41,5,,1.63035
R_2znWrRHXQ5ExVV3,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.47378
R_3iWr7zdc1DHx8yB,10/9/2017 0:00,10/9/2017 0:00,41,2,"It does not work well with Windows 10 & Word, constant interruptions & errors !!!",0.50016
R_2Vt31WDKog0qkn3,10/9/2017 0:00,10/9/2017 0:00,41,5,,2.71127
